Flight Number,Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,"2,465",28-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,"2,775",28-08-2025,Economy
IndiGo - 847,MAA,BLR,IndiGo ,16:50,17:50,1h,"2,038",28-08-2025,Economy
Air India - 2823,MAA,BLR,Air India ,16:00,17:05,1h 05m,"2,088",28-08-2025,Economy
IndiGo - 365,MAA,BLR,IndiGo ,17:50,18:55,1h 05m,"2,453",28-08-2025,Economy
Air India - 525,BLR,MAA,Air India ,05:10,06:15,1h 05m,"2,500",29-08-2025,Economy
Air India - 2824,BLR,MAA,Air India ,14:15,15:20,1h 05m,"2,500",29-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,"2,465",29-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,"2,775",29-08-2025,Economy
IndiGo - 904,BLR,MAA,IndiGo ,10:45,11:50,1h 05m,"3,195",29-08-2025,Economy
IndiGo - 847,MAA,BLR,IndiGo ,16:50,17:50,1h,"2,038",29-08-2025,Economy
Air India - 2823,MAA,BLR,Air India ,16:00,17:05,1h 05m,"2,088",29-08-2025,Economy
IndiGo - 365,MAA,BLR,IndiGo ,17:50,18:55,1h 05m,"2,453",29-08-2025,Economy
IndiGo - 6567,MAA,BLR,IndiGo ,23:45,01:00,1h 15m,"2,978",29-08-2025,Economy
Air India - 525,BLR,MAA,Air India ,05:10,06:15,1h 05m,"2,500",30-08-2025,Economy
Air India - 2824,BLR,MAA,Air India ,14:15,15:20,1h 05m,"2,500",30-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,"2,775",30-08-2025,Economy
IndiGo - 904,BLR,MAA,IndiGo ,10:45,11:50,1h 05m,"3,195",30-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,"3,620",30-08-2025,Economy
IndiGo - 847,MAA,BLR,IndiGo ,16:50,17:50,1h,"2,038",30-08-2025,Economy
Air India - 2823,MAA,BLR,Air India ,16:00,17:05,1h 05m,"2,088",30-08-2025,Economy
IndiGo - 365,MAA,BLR,IndiGo ,17:50,18:55,1h 05m,"2,453",30-08-2025,Economy
IndiGo - 6567,MAA,BLR,IndiGo ,23:45,01:00,1h 15m,"2,453",30-08-2025,Economy
IndiGo - 796,MAA,BLR,IndiGo ,22:00,23:05,1h 05m,"3,083",30-08-2025,Economy
Air India - 525,BLR,MAA,Air India ,05:10,06:15,1h 05m,"2,500",31-08-2025,Economy
Air India - 2824,BLR,MAA,Air India ,14:15,15:20,1h 05m,"2,500",31-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,"2,465",31-08-2025,Economy
IndiGo - 6269,BLR,MAA,IndiGo ,07:15,08:20,1h 05m,"2,465",31-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,"2,775",31-08-2025,Economy
Air India - 2823,MAA,BLR,Air India ,16:00,17:05,1h 05m,"2,088",31-08-2025,Economy
IndiGo - 365,MAA,BLR,IndiGo ,17:50,18:55,1h 05m,"2,453",31-08-2025,Economy
IndiGo - 6567,MAA,BLR,IndiGo ,23:45,01:00,1h 15m,"2,453",31-08-2025,Economy
Air India - 525,BLR,MAA,Air India ,05:10,06:15,1h 05m,"2,500",01-09-2025,Economy
Air India - 2824,BLR,MAA,Air India ,14:15,15:20,1h 05m,"2,500",01-09-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,"2,465",01-09-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,"3,090",01-09-2025,Economy
IndiGo - 904,BLR,MAA,IndiGo ,10:45,11:50,1h 05m,"3,195",01-09-2025,Economy
IndiGo - 6269,BLR,MAA,IndiGo ,07:15,08:20,1h 05m,"3,825",01-09-2025,Economy
IndiGo - 847,MAA,BLR,IndiGo ,16:50,17:50,1h,"2,735",01-09-2025,Economy
IndiGo - 365,MAA,BLR,IndiGo ,17:50,18:55,1h 05m,"2,735",01-09-2025,Economy
Air India - 2823,MAA,BLR,Air India ,16:00,17:05,1h 05m,"2,821",01-09-2025,Economy
IndiGo - 796,MAA,BLR,IndiGo ,22:00,23:05,1h 05m,"3,083",01-09-2025,Economy
IndiGo - 189,MAA,BLR,IndiGo ,19:05,20:10,1h 05m,"3,398",01-09-2025,Economy
IndiGo - 6567,MAA,BLR,IndiGo ,23:45,01:00,1h 15m,"4,343",01-09-2025,Economy
